행정동_코드,행정동_코드_명,자치구,lat,lon,영역_면적,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,시간대_11_14_유동인구_수,시간대_17_21_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수,아파트_단지_수,아파트_평균_면적,아파트_평균_시가,아파트_가격_6_억_이상_세대_수,병원_약국_수,주말_유동인구_수,주중_유동인구_수
11260690,신내2동,중랑구,37.61098427331462,127.09159130020971,911281,3832026000.0,1720060500.0,52093500.0,22411250.0,513778750.0,18174250.0,506150750.0,34658500.0,215391250.0,148012000.0,601295250.0,19675.0,9292.0,10383.0,2434.0,2125.0,2704.0,2785.0,3320.0,6307.0,8897.0,0.0,1355.0,755.0,600.0,177.0,340.0,333.0,338.0,1695112.5,775637.75,919474.5,165061.5,243304.25,266911.5,269152.75,191948.75,271667.0,244122.75,241137.25,243269.25,241147.75,242153.75,240406.75,242874.25,104.0,6.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,77.0,68.0,356325541.0,20.0,12.0,483281.0,1211830.75
11290525,성북동,성북구,37.5966849155429,126.99413438628186,2879912,3720581500.0,895092750.0,146109500.0,20430750.0,488524500.0,16988500.0,316928250.0,30854000.0,186025750.0,260922750.0,1358704750.0,15875.0,7372.0,8503.0,1672.0,2533.0,2486.0,2202.0,2730.0,4252.0,8108.0,0.0,20512.0,15615.0,4897.0,2692.0,5039.0,5957.0,5940.0,4200586.0,1894600.0,2305986.5,674515.25,619821.0,641124.0,647184.75,518254.75,695766.5,595759.0,601044.75,603573.0,603619.75,601740.0,599115.0,595734.5,166.0,6.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,55.0,279.0,78.0,313604379.0,213.0,6.0,1194849.5,3005736.5
11290555,삼선동,성북구,37.586557329429894,127.01170699375595,926227,7285723250.0,2955049250.0,135150500.0,53230250.0,1018066000.0,130853000.0,292760250.0,236908750.0,246415500.0,206503000.0,2010786750.0,22125.0,10481.0,11644.0,2473.0,4178.0,3060.0,2974.0,3789.0,5651.0,11391.0,0.0,4986.0,2496.0,2490.0,497.0,1214.0,1546.0,1261.0,10101068.0,4557557.75,5543511.0,2284731.5,1496128.75,1493624.0,1529934.75,1246267.75,1897065.25,1439105.0,1444854.75,1454710.5,1453415.0,1460902.75,1441716.75,1406362.25,163.0,7.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,217.0,60.0,250711937.0,174.0,14.0,2848079.0,7252988.0
11290575,동선동,성북구,37.59364726779841,127.01851329837635,724957,11231758750.0,1445340500.0,480878750.0,81807000.0,2405818250.0,38875750.0,540186500.0,668536250.0,1133197500.0,571579750.0,3865538500.0,14977.0,6196.0,8781.0,1236.0,4651.0,2419.0,1762.0,1909.0,3000.0,9625.0,0.0,2040.0,1007.0,1033.0,261.0,423.0,468.0,516.0,7729481.75,3130998.25,4598483.0,2253347.75,1123802.25,974813.75,943583.5,961399.75,1421422.5,1082265.5,1095756.5,1105917.0,1102253.0,1112568.5,1123927.75,1106793.25,146.0,1.0,4.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,19.0,180.0,53.0,181189828.0,28.0,14.0,2230721.0,5498760.5
11290580,돈암1동,성북구,37.599754918077274,127.02440331435467,488898,982803250.0,277707750.0,18154750.0,1896750.0,194698500.0,4400750.0,148619000.0,680750.0,34386750.0,65413000.0,236845250.0,14260.0,6652.0,7608.0,1740.0,1842.0,1866.0,1829.0,2593.0,4390.0,6052.0,0.0,228.0,106.0,122.0,66.0,70.0,47.0,33.0,2278468.25,1014635.75,1263832.5,276164.0,284611.25,320326.25,373795.5,241002.0,355524.75,324233.0,323775.0,325423.5,323796.0,323224.25,328906.5,329109.25,42.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,90.0,68.0,335447080.0,98.0,2.0,658015.75,1620451.75
11290590,돈암2동,성북구,37.59708092788348,127.01159540593008,518335,902229750.0,223074250.0,15458750.0,0.0,98462250.0,187000.0,174622000.0,3160000.0,151676250.0,132898250.0,102691000.0,23417.0,11070.0,12347.0,4248.0,2683.0,2749.0,3857.0,4362.0,5518.0,8521.0,0.0,552.0,334.0,218.0,85.0,133.0,175.0,99.0,2782877.75,1254810.0,1528067.25,290537.0,345015.75,498124.0,442963.5,272523.5,445786.5,385663.0,383052.75,386347.75,383236.75,382901.75,421787.5,439888.5,88.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,38.0,130.0,78.0,419147665.0,225.0,4.0,861676.0,1921202.0
11290600,안암동,성북구,37.58772606240176,127.02721861973257,1379571,6788469250.0,1321940500.0,55634000.0,62764750.0,1166966250.0,64475500.0,79440000.0,256234250.0,454462250.0,297531250.0,3029020500.0,14869.0,7492.0,7377.0,1094.0,5477.0,2031.0,1398.0,1902.0,2967.0,9778.0,0.0,1916.0,1309.0,607.0,234.0,524.0,570.0,423.0,7634961.75,3726982.75,3907979.5,3080183.75,990613.5,742228.5,788382.0,1074554.25,1281377.5,1139330.5,1155292.0,1161681.75,1161297.0,1090964.75,969222.5,957174.5,167.0,4.0,6.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,35.0,131.0,56.0,192016146.0,26.0,12.0,1926397.0,5708566.0
11290610,보문동,성북구,37.58282624761276,127.01913329976148,553006,3153472500.0,597136500.0,43516000.0,24749000.0,196385500.0,1330455500.0,64812250.0,37888750.0,124955250.0,61126000.0,672447750.0,16145.0,7748.0,8397.0,1933.0,2644.0,2807.0,2275.0,2686.0,3800.0,8126.0,0.0,4757.0,3566.0,1191.0,459.0,1409.0,998.0,996.0,5282001.75,2428397.75,2853604.25,957977.25,837626.75,795368.5,829467.25,581811.25,830579.0,750687.25,747989.75,749120.5,748829.0,747544.0,758950.0,778881.5,77.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,10.0,128.0,57.0,253619175.0,142.0,6.0,1537831.5,3744170.5
11290620,정릉1동,성북구,37.60327909170645,127.01698686701162,412365,1614035750.0,525299500.0,5199000.0,11982500.0,204289750.0,142960000.0,153238500.0,14240500.0,127518500.0,51860250.0,377447250.0,17732.0,8501.0,9231.0,2848.0,2228.0,2325.0,2923.0,2859.0,4549.0,7342.0,0.0,489.0,277.0,212.0,41.0,87.0,114.0,149.0,4437720.75,2011042.25,2426679.25,500328.5,533758.75,754249.75,684991.75,469387.25,752259.5,624591.75,618643.25,619031.75,617390.25,616651.5,661417.75,679995.5,63.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,129.0,64.0,282449873.0,40.0,6.0,1341413.25,3096308.5
11290630,정릉2동,성북구,37.60367644346763,127.00850480334412,1094889,3786725000.0,1392431000.0,45944000.0,54592250.0,629244000.0,384156250.0,155737250.0,76267250.0,203169000.0,150410000.0,694774000.0,22510.0,10838.0,11672.0,2837.0,3023.0,2989.0,3163.0,3828.0,6670.0,9902.0,0.0,1084.0,446.0,638.0,152.0,281.0,308.0,245.0,5622647.75,2585646.25,3037001.5,754054.5,775484.0,900285.75,877288.25,553766.5,864302.75,791385.25,791326.5,790576.25,788641.75,784991.25,826442.75,849284.0,110.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,50.0,445.0,61.0,172918375.0,1.0,6.0,1675726.75,3946921.0
11290640,정릉3동,성북구,37.61210087867798,126.99458621233279,3327126,2218703250.0,857041500.0,26256750.0,20750500.0,87474750.0,109717000.0,82241750.0,82739250.0,89861500.0,58572750.0,804047500.0,14934.0,7431.0,7503.0,1346.0,3370.0,1799.0,1548.0,2287.0,4584.0,8201.0,0.0,281.0,234.0,47.0,36.0,97.0,75.0,51.0,2677771.5,1312650.75,1365121.25,762545.5,295105.25,299203.75,351262.25,301742.25,430261.0,377339.75,379169.75,379195.5,380310.75,375503.25,388539.25,397713.0,124.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,227.0,55.0,137578168.0,0.0,2.0,786252.25,1891519.0
11290650,정릉4동,성북구,37.6239488858616,126.99490252916794,3570914,3593458000.0,1066681500.0,46346250.0,10173750.0,517470250.0,787526250.0,125380500.0,51705000.0,128977500.0,84554250.0,774642750.0,24009.0,11457.0,12552.0,3160.0,3050.0,2863.0,3583.0,4243.0,7110.0,10737.0,0.0,1020.0,642.0,378.0,52.0,150.0,256.0,350.0,3357450.75,1526210.0,1831241.0,543335.5,401731.5,495962.0,510677.25,336426.5,495899.75,475374.5,479303.0,478132.75,476804.5,466321.5,483123.0,498391.0,133.0,7.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,40.0,375.0,63.0,191431798.0,0.0,12.0,981514.0,2375936.25
11290660,길음1동,성북구,37.608225098062775,127.01974004643085,797310,4598410000.0,2065248000.0,62416000.0,23927250.0,578822250.0,1872000.0,599966500.0,68183500.0,174101750.0,216104500.0,807768250.0,34792.0,16426.0,18366.0,7906.0,3417.0,3683.0,7214.0,5810.0,6762.0,12458.0,0.0,3772.0,1845.0,1927.0,1326.0,931.0,630.0,413.0,6217286.75,2767444.25,3449842.5,609273.25,653034.0,1168348.0,896532.75,653042.0,1072009.25,874027.5,874051.0,875205.0,876568.75,876280.75,915431.0,925721.25,129.0,3.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,26.0,168.0,80.0,555071069.0,878.0,10.0,1841152.25,4376133.0
11290685,길음2동,성북구,37.60828669338947,127.02715815844054,588002,5900544500.0,398707250.0,94039750.0,26404000.0,925476250.0,94888250.0,365057000.0,821500.0,2901258000.0,238151000.0,855741500.0,21666.0,10347.0,11319.0,4065.0,2507.0,2856.0,3847.0,3714.0,4677.0,8617.0,0.0,303.0,110.0,193.0,8.0,59.0,96.0,106.0,4976708.75,2212249.25,2764458.5,574804.75,667330.0,910629.0,781753.25,573954.0,882951.0,686948.0,687845.5,693154.75,688598.5,695557.25,760660.5,763944.25,112.0,5.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,23.0,64.0,72.0,503395171.0,313.0,17.0,1524604.75,3452104.0
11290705,종암동,성북구,37.59743703440874,127.03386916402484,1404527,6951724750.0,2509653250.0,50073500.0,40034500.0,1006311000.0,520393000.0,436892500.0,92688250.0,420403500.0,246382500.0,1628892750.0,37648.0,18608.0,19040.0,5498.0,5426.0,4572.0,5812.0,6302.0,10038.0,17012.0,0.0,17974.0,9486.0,8488.0,1535.0,4580.0,6381.0,5138.0,10952724.25,5068615.5,5884108.75,1850449.75,1384639.75,1629614.25,1650378.25,1226613.25,1779571.25,1551444.5,1551092.5,1552128.0,1554256.25,1541574.25,1587614.25,1614614.0,189.0,7.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,56.0,324.0,60.0,262472736.0,291.0,18.0,3202228.25,7750495.5
11290715,월곡1동,성북구,37.60783366466426,127.03654664097249,801757,2820820250.0,694353500.0,27654000.0,320659500.0,366037000.0,439213500.0,226855500.0,39551750.0,92276750.0,76309500.0,537909250.0,25580.0,12324.0,13256.0,4029.0,2818.0,3214.0,4144.0,4342.0,7033.0,10775.0,0.0,1348.0,854.0,494.0,39.0,147.0,285.0,292.0,8189933.5,3798960.75,4390972.0,1038817.0,1041833.5,1311660.0,1269261.25,1029077.5,1407253.75,1175063.25,1175353.0,1181112.0,1171854.0,1158686.5,1156626.0,1171238.25,108.0,2.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,30.0,165.0,65.0,327301568.0,113.0,10.0,2327864.25,5862068.75
11290725,월곡2동,성북구,37.60322653240499,127.0454002002377,1364901,5816435500.0,1681410750.0,179149250.0,24880000.0,857740000.0,498609250.0,144493250.0,148358500.0,360912000.0,254072750.0,1666809750.0,18900.0,8965.0,9935.0,2131.0,3483.0,2565.0,2489.0,2953.0,5279.0,9649.0,0.0,4503.0,2851.0,1652.0,732.0,1280.0,1101.0,798.0,6289909.25,2833194.75,3456714.0,1137576.5,877261.25,867374.75,952548.0,754372.0,1066016.0,893642.25,894216.25,901030.5,901166.5,886207.5,894711.75,918933.5,135.0,6.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,34.0,112.0,62.0,258710010.0,80.0,12.0,1813645.25,4476263.0
11290760,장위1동,성북구,37.61510185456549,127.0446598787933,708546,1664034500.0,517466000.0,15454750.0,20501250.0,145482250.0,266612500.0,62010250.0,70589000.0,79970750.0,55142750.0,430805000.0,23354.0,11327.0,12027.0,3194.0,3016.0,3150.0,3511.0,4103.0,6380.0,10588.0,0.0,394.0,220.0,174.0,68.0,85.0,110.0,85.0,6552491.0,2995607.5,3556883.0,785500.75,879799.25,964996.5,1111739.25,679570.0,950277.75,933067.0,927179.5,925342.5,924242.5,916826.25,943890.75,981942.75,103.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,481.0,50.0,155488309.0,0.0,8.0,1925833.5,4626657.75
11290770,장위2동,성북구,37.612350879105215,127.05189551729269,679894,2295591750.0,543760000.0,57856750.0,115708000.0,307697750.0,592876500.0,34228250.0,51165750.0,69157750.0,55557500.0,467583500.0,13080.0,6397.0,6683.0,1253.0,1748.0,1781.0,1629.0,2262.0,4407.0,6575.0,0.0,608.0,423.0,185.0,3.0,94.0,182.0,166.0,5577223.0,2496282.5,3080940.75,759167.5,853251.5,835105.25,910327.25,603164.0,882549.5,795767.5,788052.25,798899.0,790657.5,792047.5,792247.5,819552.0,89.0,3.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,27.0,202.0,53.0,179903942.0,0.0,11.0,1611799.5,3965423.75
11290780,장위3동,성북구,37.618260668448144,127.05345140283231,652601,1525154000.0,537267000.0,17846000.0,20770000.0,142509000.0,280615750.0,96160750.0,6658500.0,58546750.0,34876500.0,329903750.0,15519.0,7611.0,7908.0,2784.0,1948.0,2233.0,2635.0,2529.0,3390.0,6445.0,0.0,275.0,169.0,106.0,31.0,53.0,62.0,73.0,3703049.25,1782319.0,1920730.0,511661.75,542816.25,600201.5,586669.75,417807.75,609186.0,524611.25,522456.5,525146.5,522016.75,522734.0,538090.5,547994.25,82.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,39.0,85.0,63.0,326278598.0,151.0,5.0,1086084.75,2616965.0
11290810,석관동,성북구,37.60827386641208,127.06136066360749,1705061,6260089250.0,1907569750.0,69144000.0,98123000.0,893731250.0,62002000.0,482413750.0,287000500.0,275748750.0,226301000.0,1958055250.0,33768.0,16684.0,17084.0,3630.0,4580.0,4600.0,4597.0,5650.0,10711.0,16597.0,0.0,1564.0,1222.0,342.0,13.0,172.0,268.0,323.0,10243020.5,4770050.25,5472970.0,1614518.0,1437145.75,1466363.0,1661551.75,1103940.75,1632569.0,1453663.25,1452131.75,1452196.75,1453984.5,1447321.0,1473518.75,1510204.25,154.0,6.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,2.0,2.0,32.0,402.0,51.0,200562779.0,153.0,16.0,2983723.0,7259297.25
11305534,삼양동,강북구,37.623803893509766,127.01492989664489,924092,3511321250.0,1640619250.0,39491000.0,95860000.0,773736250.0,223764000.0,169389750.0,43303500.0,133006250.0,84396250.0,307755000.0,22402.0,11147.0,11255.0,2574.0,2809.0,2595.0,3062.0,4170.0,7192.0,10805.0,0.0,115.0,89.0,26.0,3.0,11.0,28.0,35.0,11149774.25,5275569.5,5874205.25,1359409.5,1391757.75,1790009.0,1838701.0,1206559.25,1828782.25,1569410.25,1555805.0,1556258.75,1548212.25,1549971.75,1657453.0,1712663.5,165.0,4.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,34.0,389.0,54.0,154930571.0,4.0,14.0,3370116.5,7779658.0
11305535,미아동,강북구,37.62864018743246,127.02638390140943,841204,5718548000.0,1036640750.0,301229500.0,98329500.0,1928426750.0,284785000.0,70828500.0,187211750.0,192200750.0,206550750.0,1412344750.0,20841.0,9966.0,10875.0,1702.0,3520.0,2708.0,2628.0,3535.0,6748.0,11645.0,0.0,602.0,363.0,239.0,27.0,98.0,215.0,196.0,7761570.0,3491121.25,4270448.5,1388312.0,1048655.0,1075210.5,1302374.25,901321.75,1230396.25,1107218.75,1104590.25,1104394.5,1104779.0,1104256.5,1116434.0,1119897.25,144.0,3.0,3.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,28.0,445.0,48.0,135422312.0,0.0,15.0,2236331.25,5525239.0
11305545,송중동,강북구,37.617673512388606,127.0329835271576,1075796,8787232250.0,1389769500.0,151705500.0,469859750.0,2529910750.0,251977250.0,182497250.0,462620000.0,424089750.0,343643500.0,2581159000.0,28576.0,13737.0,14839.0,3126.0,3770.0,3735.0,4089.0,4933.0,8923.0,13802.0,0.0,998.0,495.0,503.0,39.0,141.0,339.0,302.0,11641666.25,5236198.25,6405467.5,1561977.0,1537416.0,1763519.0,1966257.25,1336581.0,1956829.0,1648218.25,1646358.25,1648405.0,1642090.75,1650053.0,1706655.25,1699886.75,212.0,4.0,1.0,0.0,2.0,18.0,1.0,0.0,1.0,0.0,0.0,69.0,518.0,54.0,173873411.0,177.0,20.0,3406542.0,8235125.25
11305555,송천동,강북구,37.61818905650258,127.02490771890918,929913,4602172750.0,1339098000.0,100182250.0,27219000.0,939145000.0,144854000.0,188775750.0,93329000.0,232150000.0,241131750.0,1296288000.0,24748.0,12287.0,12461.0,2087.0,2986.0,2909.0,3147.0,4586.0,9033.0,13030.0,0.0,388.0,236.0,152.0,0.0,19.0,52.0,134.0,10740467.25,4897924.0,5842543.0,1164143.0,1276564.25,1577786.75,1864581.25,1277461.5,1729542.5,1536456.75,1528219.75,1528343.5,1523147.0,1521571.0,1536476.0,1566254.0,164.0,9.0,5.0,0.0,1.0,17.0,0.0,2.0,0.0,0.0,1.0,24.0,374.0,51.0,191442343.0,78.0,18.0,3102730.0,7637738.0
11305575,삼각산동,강북구,37.617163401594155,127.01652563113765,621911,2677963500.0,1092031250.0,26493250.0,26917500.0,313621250.0,1242750.0,325812500.0,19593000.0,101684000.0,167199000.0,603369000.0,30604.0,14688.0,15916.0,6040.0,3295.0,3197.0,5643.0,5510.0,6919.0,11515.0,0.0,374.0,201.0,173.0,65.0,106.0,125.0,56.0,2999863.5,1372112.0,1627751.25,271531.5,317617.5,514354.5,479305.25,341328.75,509390.25,420315.75,418439.25,419922.0,416894.0,416286.0,447350.25,460657.25,114.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,36.0,132.0,84.0,526437193.0,414.0,9.0,908007.5,2091857.0
11305595,번1동,강북구,37.63755892469418,127.03061306222838,627036,7402336000.0,837720750.0,174728750.0,36344250.0,2330621500.0,579077750.0,212244000.0,269007000.0,716109750.0,479836000.0,1766646250.0,17358.0,8652.0,8706.0,1339.0,2827.0,2519.0,2518.0,2901.0,5254.0,10159.0,0.0,1944.0,1235.0,709.0,176.0,398.0,383.0,558.0,6527570.5,3031940.75,3495630.0,1240644.25,954763.0,966753.75,1066453.5,763880.5,1074096.25,928133.25,925391.25,924979.75,925027.5,930456.75,941541.75,952040.25,136.0,3.0,3.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,30.0,202.0,49.0,128086833.0,0.0,15.0,1893582.0,4633988.5
11305603,번2동,강북구,37.629484948872644,127.03474467194721,974298,1093011500.0,246202000.0,3115750.0,12113500.0,129688000.0,391556500.0,36038000.0,5701000.0,122251000.0,19022750.0,127323000.0,14866.0,7134.0,7732.0,1327.0,1830.0,1585.0,1928.0,2530.0,5666.0,7425.0,0.0,364.0,174.0,190.0,40.0,37.0,110.0,126.0,2747258.5,1291583.5,1455675.25,333317.25,343795.0,381631.0,468747.0,281506.5,394200.25,389984.5,387675.0,384986.75,385051.0,383291.25,400099.5,416170.25,110.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,54.0,501.0,45.0,101304348.0,0.0,7.0,816269.75,1930988.5
11305608,번3동,강북구,37.62368917919007,127.04218425533922,1081177,1848028500.0,937085750.0,58680000.0,8670750.0,138985750.0,71201500.0,81743250.0,13694000.0,101356750.0,14250750.0,422360000.0,16356.0,7614.0,8742.0,1795.0,1693.0,1605.0,2139.0,2765.0,6359.0,7665.0,0.0,262.0,143.0,119.0,26.0,40.0,65.0,77.0,3133813.75,1418804.75,1715008.25,307189.5,346746.5,457082.25,534735.25,327319.25,488040.5,447988.0,446869.75,445433.0,442446.0,441439.25,448591.75,461045.5,95.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,90.0,58.0,229654462.0,0.0,8.0,909637.25,2224176.0
11305615,수유1동,강북구,37.629732905721454,127.01001447423751,1649963,4851875000.0,2046402000.0,187772000.0,139718000.0,412679000.0,584461750.0,27481750.0,50174500.0,349812750.0,201112500.0,852260750.0,19842.0,9710.0,10132.0,1918.0,2797.0,2644.0,2591.0,3325.0,6567.0,10418.0,0.0,944.0,421.0,523.0,49.0,139.0,286.0,327.0,5756902.25,2699176.5,3057725.75,839054.5,742746.25,822301.0,925413.0,658461.75,851132.5,822501.25,816199.75,813927.5,813129.25,810631.5,825209.75,855302.75,153.0,4.0,2.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,40.0,472.0,50.0,125457938.0,0.0,12.0,1680512.5,4076389.25
11305625,수유2동,강북구,37.64541789161528,127.01936463190101,581617,2306310500.0,778309000.0,52856750.0,34748750.0,272700250.0,98113750.0,71463750.0,67273250.0,162659000.0,70925750.0,697260250.0,20502.0,9717.0,10785.0,2064.0,2590.0,2319.0,2733.0,3547.0,7249.0,9767.0,0.0,1314.0,728.0,586.0,1.0,14.0,255.0,435.0,5223599.0,2344033.0,2879565.75,701500.5,612251.25,795230.25,899034.75,606539.25,937954.75,738175.25,733106.0,728892.0,728272.25,727892.75,769185.5,798075.75,85.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,15.0,382.0,52.0,139567075.0,0.0,12.0,1567261.25,3656338.25
11305635,수유3동,강북구,37.64049777793631,127.0234422357564,745645,11215877250.0,1829982500.0,202759500.0,92717500.0,1797887250.0,448716750.0,77359750.0,1057706000.0,811752500.0,547993750.0,4349001750.0,22988.0,11301.0,11687.0,1593.0,4229.0,3326.0,2913.0,3923.0,7004.0,13528.0,0.0,2732.0,1420.0,1312.0,178.0,698.0,755.0,791.0,9418944.0,4401073.5,5017870.5,2013960.75,1406790.0,1424117.75,1494153.0,1110537.0,1713544.5,1316889.0,1313827.0,1325651.25,1326668.75,1358205.5,1401305.75,1376396.25,158.0,4.0,6.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,1.0,30.0,389.0,50.0,125310129.0,0.0,17.0,2777702.0,6641241.5
11305645,우이동,강북구,37.66034876374321,127.00048732938123,10587752,3684482750.0,902399750.0,48101750.0,23575250.0,181681250.0,71114000.0,19661000.0,81479500.0,197114750.0,557615750.0,1601739750.0,19766.0,9445.0,10321.0,2065.0,2304.0,2383.0,2607.0,3519.0,6888.0,9518.0,0.0,1810.0,1172.0,638.0,30.0,78.0,239.0,466.0,3834373.5,1675856.25,2158517.5,543991.75,464047.75,584597.0,625424.75,434421.5,593348.25,538520.5,536810.5,537563.75,535274.0,530161.25,569441.0,586603.0,132.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,54.0,545.0,58.0,144599549.0,11.0,7.0,1156044.0,2678330.0
11305660,인수동,강북구,37.637400665631354,127.00354621327511,2998011,2611875500.0,1023863500.0,49467750.0,50094500.0,295214500.0,234455750.0,97682750.0,71668250.0,79685750.0,79418250.0,630324500.0,29069.0,14019.0,15050.0,3074.0,3468.0,3443.0,3874.0,4989.0,10221.0,14159.0,0.0,2893.0,1782.0,1111.0,194.0,570.0,800.0,921.0,8105140.5,3721222.5,4383917.5,970298.75,966105.5,1189615.25,1304614.0,854436.5,1237605.5,1152087.0,1144219.5,1141586.0,1137067.5,1134942.5,1179369.75,1215868.25,175.0,13.0,2.0,1.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,57.0,770.0,54.0,133012223.0,0.0,17.0,2395238.0,5709902.5
11320511,창1동,도봉구,37.647087273938055,127.0435459008094,1122171,3697629250.0,892134750.0,34195000.0,24303250.0,915122500.0,142778250.0,100466000.0,85670000.0,192924250.0,211510000.0,1098525250.0,23774.0,11340.0,12434.0,3055.0,2927.0,3114.0,3534.0,4185.0,6959.0,10766.0,0.0,785.0,351.0,434.0,101.0,161.0,216.0,220.0,3516314.75,1634966.5,1881348.0,456441.5,507488.0,517254.5,574381.75,414366.25,584021.5,498518.5,496427.25,499347.75,496046.75,499839.5,507478.5,518657.0,94.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,28.0,171.0,66.0,259467213.0,6.0,7.0,1026135.5,2490179.75
11320512,창2동,도봉구,37.642512582863006,127.03676757307781,654442,3426495250.0,1138668500.0,46627500.0,13258500.0,808820000.0,212251250.0,117530250.0,91603750.0,225148000.0,137801000.0,634786500.0,28172.0,13658.0,14514.0,3392.0,3737.0,3782.0,4103.0,4947.0,8211.0,12509.0,0.0,1070.0,633.0,437.0,112.0,255.0,307.0,263.0,10733855.25,4973173.0,5760681.75,1510388.0,1565711.0,1654222.75,1655078.5,1075947.5,1640275.75,1516809.75,1505527.5,1503058.25,1500072.0,1493061.75,1580627.25,1634699.25,95.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,456.0,53.0,155108707.0,0.0,9.0,3215326.5,7518529.25
11320513,창3동,도봉구,37.63729423171835,127.0417274267324,655485,1410860000.0,494061500.0,26853500.0,11568750.0,166223250.0,15883000.0,43720250.0,63659250.0,55370500.0,65188750.0,468331250.0,13163.0,6549.0,6614.0,1407.0,1487.0,1503.0,1893.0,2437.0,4436.0,6402.0,0.0,491.0,275.0,216.0,0.0,90.0,226.0,166.0,3485485.75,1615863.5,1869622.5,369977.75,379200.0,546988.75,633052.75,379002.5,561213.0,492790.5,488826.0,490666.25,489401.0,484721.5,508287.0,530794.0,66.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,25.0,179.0,50.0,134179521.0,0.0,7.0,1039081.0,2446405.25
