행정동_코드,행정동_코드_명,자치구,업종_영문,업종_명,실제_소비액,기대_소비액,소비_격차_금액,소비_격차_비율_pct,잔차_ZScore
11140680,중림동,중구,음식_지출_총금액,외식_식음료,1054730000.0,592744371.0,461985629.0,77.94,0.997
11170510,후암동,용산구,음식_지출_총금액,외식_식음료,771581000.0,655134766.0,116446234.0,17.77,0.283
11170520,용산2가동,용산구,음식_지출_총금액,외식_식음료,1559525250.0,406751337.0,1152773913.0,283.41,2.324
11170530,남영동,용산구,음식_지출_총금액,외식_식음료,3617457250.0,1565716215.0,2051741035.0,131.04,1.448
11170555,청파동,용산구,음식_지출_총금액,외식_식음료,1452500250.0,1308595545.0,143904705.0,11.0,0.18
11170560,원효로1동,용산구,음식_지출_총금액,외식_식음료,1139036000.0,885513348.0,253522652.0,28.63,0.435
11170570,원효로2동,용산구,음식_지출_총금액,외식_식음료,271169500.0,585374004.0,-314204504.0,-53.68,-1.331
11170580,효창동,용산구,음식_지출_총금액,외식_식음료,197413000.0,495764963.0,-298351963.0,-60.18,-1.593
11170590,용문동,용산구,음식_지출_총금액,외식_식음료,475675250.0,274043131.0,201632119.0,73.58,0.954
11170625,한강로동,용산구,음식_지출_총금액,외식_식음료,14195352250.0,5728800908.0,8466551342.0,147.79,1.569
11170630,이촌1동,용산구,음식_지출_총금액,외식_식음료,848147750.0,1863758687.0,-1015610937.0,-54.49,-1.362
11170640,이촌2동,용산구,음식_지출_총금액,외식_식음료,100160750.0,162578661.0,-62417911.0,-38.39,-0.838
11170650,이태원1동,용산구,음식_지출_총금액,외식_식음료,5549606000.0,973441738.0,4576164262.0,470.1,3.01
11170660,이태원2동,용산구,음식_지출_총금액,외식_식음료,757123500.0,552935189.0,204188311.0,36.93,0.544
11170685,한남동,용산구,음식_지출_총금액,외식_식음료,4249404500.0,3180252376.0,1069152124.0,33.62,0.501
11170690,서빙고동,용산구,음식_지출_총금액,외식_식음료,536718250.0,466079723.0,70638527.0,15.16,0.244
11170700,보광동,용산구,음식_지출_총금액,외식_식음료,281811000.0,395974513.0,-114163513.0,-28.83,-0.588
11200520,왕십리2동,성동구,음식_지출_총금액,외식_식음료,428386250.0,410093141.0,18293109.0,4.46,0.075
11200535,왕십리도선동,성동구,음식_지출_총금액,외식_식음료,2254687000.0,1909011831.0,345675169.0,18.11,0.288
11200540,마장동,성동구,음식_지출_총금액,외식_식음료,803267000.0,1395496550.0,-592229550.0,-42.44,-0.955
11200550,사근동,성동구,음식_지출_총금액,외식_식음료,2527512000.0,978496812.0,1549015188.0,158.31,1.641
11200560,행당1동,성동구,음식_지출_총금액,외식_식음료,2954828250.0,1420736506.0,1534091744.0,107.98,1.266
11200570,행당2동,성동구,음식_지출_총금액,외식_식음료,299531250.0,310361157.0,-10829907.0,-3.49,-0.061
11200580,응봉동,성동구,음식_지출_총금액,외식_식음료,109084000.0,237909551.0,-128825551.0,-54.15,-1.349
11200590,금호1가동,성동구,음식_지출_총금액,외식_식음료,231592000.0,386139277.0,-154547277.0,-40.02,-0.884
11200615,금호2?3가동,성동구,음식_지출_총금액,외식_식음료,728823500.0,780139582.0,-51316082.0,-6.58,-0.118
11200620,금호4가동,성동구,음식_지출_총금액,외식_식음료,460711750.0,542325217.0,-81613467.0,-15.05,-0.282
11200645,옥수동,성동구,음식_지출_총금액,외식_식음료,959243750.0,856627779.0,102615971.0,11.98,0.196
11200650,성수1가1동,성동구,음식_지출_총금액,외식_식음료,1164818500.0,675451980.0,489366520.0,72.45,0.942
11200660,성수1가2동,성동구,음식_지출_총금액,외식_식음료,3470988500.0,1555012733.0,1915975767.0,123.21,1.389
11200670,성수2가1동,성동구,음식_지출_총금액,외식_식음료,2712282000.0,1184323113.0,1527958887.0,129.02,1.433
11200690,성수2가3동,성동구,음식_지출_총금액,외식_식음료,5867835500.0,2786629354.0,3081206146.0,110.57,1.288
11200720,송정동,성동구,음식_지출_총금액,외식_식음료,120136000.0,274693086.0,-154557086.0,-56.27,-1.43
11200790,용답동,성동구,음식_지출_총금액,외식_식음료,1163747250.0,942158902.0,221588348.0,23.52,0.365
11215710,화양동,광진구,음식_지출_총금액,외식_식음료,8495914500.0,2450595604.0,6045318896.0,246.69,2.15
11215730,군자동,광진구,음식_지출_총금액,외식_식음료,2199636250.0,1542178411.0,657457839.0,42.63,0.614
11215740,중곡1동,광진구,음식_지출_총금액,외식_식음료,1131422000.0,510434582.0,620987418.0,121.66,1.377
11215750,중곡2동,광진구,음식_지출_총금액,외식_식음료,1301836750.0,1122462362.0,179374388.0,15.98,0.256
11215760,중곡3동,광진구,음식_지출_총금액,외식_식음료,470559500.0,622486246.0,-151926746.0,-24.41,-0.484
11215770,중곡4동,광진구,음식_지출_총금액,외식_식음료,1114653750.0,1059956225.0,54697525.0,5.16,0.087
11215780,능동,광진구,음식_지출_총금액,외식_식음료,1873468000.0,372237903.0,1501230097.0,403.3,2.795
11215810,광장동,광진구,음식_지출_총금액,외식_식음료,1287184750.0,2283948473.0,-996763723.0,-43.64,-0.992
11215820,자양1동,광진구,음식_지출_총금액,외식_식음료,1437490250.0,1819296113.0,-381805863.0,-20.99,-0.407
11215830,자양2동,광진구,음식_지출_총금액,외식_식음료,794488250.0,882739540.0,-88251290.0,-10.0,-0.182
11215840,자양3동,광진구,음식_지출_총금액,외식_식음료,1486774750.0,1295454170.0,191320580.0,14.77,0.238
11215847,자양4동,광진구,음식_지출_총금액,외식_식음료,3291766500.0,1264581114.0,2027185386.0,160.3,1.655
11215850,구의1동,광진구,음식_지출_총금액,외식_식음료,2040080250.0,1162720151.0,877360099.0,75.46,0.972
11215860,구의2동,광진구,음식_지출_총금액,외식_식음료,1563963500.0,1111541980.0,452421520.0,40.7,0.591
11215870,구의3동,광진구,음식_지출_총금액,외식_식음료,2192355000.0,1895806726.0,296548274.0,15.64,0.251
11230536,용신동,동대문구,음식_지출_총금액,외식_식음료,2687999750.0,5143895028.0,-2455895278.0,-47.74,-1.122
11230545,제기동,동대문구,음식_지출_총금액,외식_식음료,1922045750.0,4421794026.0,-2499748276.0,-56.53,-1.441
11230560,전농1동,동대문구,음식_지출_총금액,외식_식음료,1575635500.0,1411300693.0,164334807.0,11.64,0.19
11230570,전농2동,동대문구,음식_지출_총금액,외식_식음료,507311000.0,678393542.0,-171082542.0,-25.22,-0.503
11230600,답십리1동,동대문구,음식_지출_총금액,외식_식음료,1138605750.0,1458880967.0,-320275217.0,-21.95,-0.429
11230610,답십리2동,동대문구,음식_지출_총금액,외식_식음료,939062500.0,1217927069.0,-278864569.0,-22.9,-0.45
11230650,장안1동,동대문구,음식_지출_총금액,외식_식음료,3230397250.0,3427019697.0,-196622447.0,-5.74,-0.102
11230660,장안2동,동대문구,음식_지출_총금액,외식_식음료,2859380750.0,1719203401.0,1140177349.0,66.32,0.88
11230705,청량리동,동대문구,음식_지출_총금액,외식_식음료,1465184500.0,1652518510.0,-187334010.0,-11.34,-0.208
11230710,회기동,동대문구,음식_지출_총금액,외식_식음료,2084450500.0,799940386.0,1284510114.0,160.58,1.656
11230720,휘경1동,동대문구,음식_지출_총금액,외식_식음료,1050889750.0,732379302.0,318510448.0,43.49,0.625
11230730,휘경2동,동대문구,음식_지출_총금액,외식_식음료,348867000.0,592153940.0,-243286940.0,-41.09,-0.915
11230740,이문1동,동대문구,음식_지출_총금액,외식_식음료,1409068750.0,1691546545.0,-282477795.0,-16.7,-0.316
11230750,이문2동,동대문구,음식_지출_총금액,외식_식음료,283985750.0,351974207.0,-67988457.0,-19.32,-0.371
11260520,면목2동,중랑구,음식_지출_총금액,외식_식음료,546665000.0,650499410.0,-103834410.0,-15.96,-0.301
11260540,면목4동,중랑구,음식_지출_총금액,외식_식음료,202801750.0,434068812.0,-231267062.0,-53.28,-1.316
11260550,면목5동,중랑구,음식_지출_총금액,외식_식음료,181365500.0,300375656.0,-119010156.0,-39.62,-0.873
11260565,면목본동,중랑구,음식_지출_총금액,외식_식음료,1637598000.0,1629212887.0,8385113.0,0.51,0.009
11260570,면목7동,중랑구,음식_지출_총금액,외식_식음료,908940250.0,1025373643.0,-116433393.0,-11.36,-0.208
11260575,면목3?8동,중랑구,음식_지출_총금액,외식_식음료,1446240750.0,1240006296.0,206234454.0,16.63,0.266
11260580,상봉1동,중랑구,음식_지출_총금액,외식_식음료,1236079250.0,780123165.0,455956085.0,58.45,0.796
11260590,상봉2동,중랑구,음식_지출_총금액,외식_식음료,3494356250.0,1709573298.0,1784782952.0,104.4,1.236
11260600,중화1동,중랑구,음식_지출_총금액,외식_식음료,215107000.0,691515263.0,-476408263.0,-68.89,-2.02
11260610,중화2동,중랑구,음식_지출_총금액,외식_식음료,1415398500.0,1161945610.0,253452890.0,21.81,0.341
11260620,묵1동,중랑구,음식_지출_총금액,외식_식음료,1187564000.0,1241164555.0,-53600555.0,-4.32,-0.076
11260630,묵2동,중랑구,음식_지출_총금액,외식_식음료,1041936250.0,1023980186.0,17956064.0,1.75,0.03
11260655,망우본동,중랑구,음식_지출_총금액,외식_식음료,1653258250.0,2868358522.0,-1215100272.0,-42.36,-0.953
11260660,망우3동,중랑구,음식_지출_총금액,외식_식음료,329055000.0,420144290.0,-91089290.0,-21.68,-0.423
11260680,신내1동,중랑구,음식_지출_총금액,외식_식음료,1469486500.0,1238636912.0,230849588.0,18.64,0.296
11260690,신내2동,중랑구,음식_지출_총금액,외식_식음료,601295250.0,635571534.0,-34276284.0,-5.39,-0.096
11290525,성북동,성북구,음식_지출_총금액,외식_식음료,1358704750.0,1798693926.0,-439989176.0,-24.46,-0.485
11290555,삼선동,성북구,음식_지출_총금액,외식_식음료,2010786750.0,2293449315.0,-282662565.0,-12.32,-0.227
11290575,동선동,성북구,음식_지출_총금액,외식_식음료,3865538500.0,1996263340.0,1869275160.0,93.64,1.143
11290580,돈암1동,성북구,음식_지출_총금액,외식_식음료,236845250.0,182646449.0,54198801.0,29.67,0.449
11290590,돈암2동,성북구,음식_지출_총금액,외식_식음료,102691000.0,434445211.0,-331754211.0,-76.36,-2.495
11290600,안암동,성북구,음식_지출_총금액,외식_식음료,3029020500.0,2190129453.0,838891047.0,38.3,0.561
11290610,보문동,성북구,음식_지출_총금액,외식_식음료,672447750.0,1235513970.0,-563066220.0,-45.57,-1.052
11290620,정릉1동,성북구,음식_지출_총금액,외식_식음료,377447250.0,354414530.0,23032720.0,6.5,0.109
11290630,정릉2동,성북구,음식_지출_총금액,외식_식음료,694774000.0,891128700.0,-196354700.0,-22.03,-0.43
11290640,정릉3동,성북구,음식_지출_총금액,외식_식음료,804047500.0,569431019.0,234616481.0,41.2,0.597
11290650,정릉4동,성북구,음식_지출_총금액,외식_식음료,774642750.0,997987473.0,-223344723.0,-22.38,-0.438
11290660,길음1동,성북구,음식_지출_총금액,외식_식음료,807768250.0,1491394832.0,-683626582.0,-45.84,-1.061
11290685,길음2동,성북구,음식_지출_총금액,외식_식음료,855741500.0,563986736.0,291754764.0,51.73,0.721
11290705,종암동,성북구,음식_지출_총금액,외식_식음료,1628892750.0,2348818723.0,-719925973.0,-30.65,-0.633
11290715,월곡1동,성북구,음식_지출_총금액,외식_식음료,537909250.0,1169020091.0,-631110841.0,-53.99,-1.342
11290725,월곡2동,성북구,음식_지출_총금액,외식_식음료,1666809750.0,1683610871.0,-16801121.0,-1.0,-0.017
11290760,장위1동,성북구,음식_지출_총금액,외식_식음료,430805000.0,665313132.0,-234508132.0,-35.25,-0.752
11290770,장위2동,성북구,음식_지출_총금액,외식_식음료,467583500.0,768204509.0,-300621009.0,-39.13,-0.859
11290780,장위3동,성북구,음식_지출_총금액,외식_식음료,329903750.0,326049843.0,3853907.0,1.18,0.02
11290810,석관동,성북구,음식_지출_총금액,외식_식음료,1958055250.0,1933875411.0,24179839.0,1.25,0.021
11305534,삼양동,강북구,음식_지출_총금액,외식_식음료,307755000.0,1207049724.0,-899294724.0,-74.5,-2.364
11305535,미아동,강북구,음식_지출_총금액,외식_식음료,1412344750.0,1425941560.0,-13596810.0,-0.95,-0.017
11305545,송중동,강북구,음식_지출_총금액,외식_식음료,2581159000.0,1562267892.0,1018891108.0,65.22,0.868
11305555,송천동,강북구,음식_지출_총금액,외식_식음료,1296288000.0,2055228554.0,-758940554.0,-36.93,-0.797
11305575,삼각산동,강북구,음식_지출_총금액,외식_식음료,603369000.0,486445172.0,116923828.0,24.04,0.373
11305595,번1동,강북구,음식_지출_총금액,외식_식음료,1766646250.0,1373455778.0,393190472.0,28.63,0.435
11305603,번2동,강북구,음식_지출_총금액,외식_식음료,127323000.0,366044410.0,-238721410.0,-65.22,-1.826
11305608,번3동,강북구,음식_지출_총금액,외식_식음료,422360000.0,453437751.0,-31077751.0,-6.85,-0.123
11305615,수유1동,강북구,음식_지출_총금액,외식_식음료,852260750.0,1224807633.0,-372546883.0,-30.42,-0.627
11305625,수유2동,강북구,음식_지출_총금액,외식_식음료,697260250.0,631698121.0,65562129.0,10.38,0.171
11305635,수유3동,강북구,음식_지출_총금액,외식_식음료,4349001750.0,2315923006.0,2033078744.0,87.79,1.09
11305645,우이동,강북구,음식_지출_총금액,외식_식음료,1601739750.0,777286989.0,824452761.0,106.07,1.25
11305660,인수동,강북구,음식_지출_총금액,외식_식음료,630324500.0,1695139121.0,-1064814621.0,-62.82,-1.711
11320511,창1동,도봉구,음식_지출_총금액,외식_식음료,1098525250.0,653610024.0,444915226.0,68.07,0.898
11320512,창2동,도봉구,음식_지출_총금액,외식_식음료,634786500.0,667402080.0,-32615580.0,-4.89,-0.087
11320513,창3동,도봉구,음식_지출_총금액,외식_식음료,468331250.0,333125422.0,135205828.0,40.59,0.589
11320514,창4동,도봉구,음식_지출_총금액,외식_식음료,1208000500.0,917620593.0,290379907.0,31.64,0.475
11320515,창5동,도봉구,음식_지출_총금액,외식_식음료,1509711000.0,1160246070.0,349464930.0,30.12,0.455
11320521,도봉1동,도봉구,음식_지출_총금액,외식_식음료,1439069500.0,897531018.0,541538482.0,60.34,0.816
11320522,도봉2동,도봉구,음식_지출_총금액,외식_식음료,561766750.0,776731437.0,-214964687.0,-27.68,-0.56
11320660,쌍문1동,도봉구,음식_지출_총금액,외식_식음료,381283000.0,693020129.0,-311737129.0,-44.98,-1.033
11320670,쌍문2동,도봉구,음식_지출_총금액,외식_식음료,1117947250.0,638458854.0,479488396.0,75.1,0.969
11320680,쌍문3동,도봉구,음식_지출_총금액,외식_식음료,1011362500.0,862964394.0,148398106.0,17.2,0.274
11320681,쌍문4동,도봉구,음식_지출_총금액,외식_식음료,193079000.0,243089236.0,-50010236.0,-20.57,-0.398
11320690,방학1동,도봉구,음식_지출_총금액,외식_식음료,1986793000.0,1823625429.0,163167571.0,8.95,0.148
11320700,방학2동,도봉구,음식_지출_총금액,외식_식음료,439248250.0,295744361.0,143503889.0,48.52,0.684
11320710,방학3동,도봉구,음식_지출_총금액,외식_식음료,742512000.0,733363070.0,9148930.0,1.25,0.021
11350560,월계1동,노원구,음식_지출_총금액,외식_식음료,1775177250.0,980027129.0,795150121.0,81.14,1.027
11350570,월계2동,노원구,음식_지출_총금액,외식_식음료,306154250.0,358699099.0,-52544849.0,-14.65,-0.274
11350580,월계3동,노원구,음식_지출_총금액,외식_식음료,586441750.0,546285060.0,40156690.0,7.35,0.123
11350595,공릉1동,노원구,음식_지출_총금액,외식_식음료,3680098250.0,3003344354.0,676753896.0,22.53,0.351
11350600,공릉2동,노원구,음식_지출_총금액,외식_식음료,2166374250.0,2898916198.0,-732541948.0,-25.27,-0.504
11350611,하계1동,노원구,음식_지출_총금액,외식_식음료,1466780750.0,900302305.0,566478445.0,62.92,0.844
11350612,하계2동,노원구,음식_지출_총금액,외식_식음료,92804750.0,150766350.0,-57961600.0,-38.44,-0.839
11350619,중계본동,노원구,음식_지출_총금액,외식_식음료,875609500.0,778767992.0,96841508.0,12.44,0.203
11350621,중계1동,노원구,음식_지출_총금액,외식_식음료,834818000.0,729052245.0,105765755.0,14.51,0.234
11350624,중계4동,노원구,음식_지출_총금액,외식_식음료,1878634000.0,945573143.0,933060857.0,98.68,1.187
11350625,중계2?3동,노원구,음식_지출_총금액,외식_식음료,1134725750.0,935748544.0,198977206.0,21.26,0.333
11350630,상계1동,노원구,음식_지출_총금액,외식_식음료,3417968000.0,2017732113.0,1400235887.0,69.4,0.912
11350640,상계2동,노원구,음식_지출_총금액,외식_식음료,5862430750.0,1715598171.0,4146832579.0,241.71,2.125
11350665,상계3?4동,노원구,음식_지출_총금액,외식_식음료,314418250.0,1346384335.0,-1031966085.0,-76.65,-2.515
11350670,상계5동,노원구,음식_지출_총금액,외식_식음료,705352750.0,776976065.0,-71623315.0,-9.22,-0.167
11350695,상계6?7동,노원구,음식_지출_총금액,외식_식음료,2103701500.0,3425311673.0,-1321610173.0,-38.58,-0.843
11350700,상계8동,노원구,음식_지출_총금액,외식_식음료,344279500.0,424596822.0,-80317322.0,-18.92,-0.363
11350710,상계9동,노원구,음식_지출_총금액,외식_식음료,302444000.0,529986448.0,-227542448.0,-42.93,-0.97
11350720,상계10동,노원구,음식_지출_총금액,외식_식음료,137883000.0,214328248.0,-76445248.0,-35.67,-0.763
11380510,녹번동,은평구,음식_지출_총금액,외식_식음료,1635404500.0,1658460352.0,-23055852.0,-1.39,-0.024
11380520,불광1동,은평구,음식_지출_총금액,외식_식음료,1392399250.0,1822901852.0,-430502602.0,-23.62,-0.466
11380530,불광2동,은평구,음식_지출_총금액,외식_식음료,1139007500.0,885017314.0,253990186.0,28.7,0.436
11380551,갈현1동,은평구,음식_지출_총금액,외식_식음료,2157806750.0,1099101887.0,1058704863.0,96.32,1.167
11380552,갈현2동,은평구,음식_지출_총금액,외식_식음료,1734661750.0,1013026356.0,721635394.0,71.24,0.93
11380560,구산동,은평구,음식_지출_총금액,외식_식음료,426595000.0,743815870.0,-317220870.0,-42.65,-0.962
11380570,대조동,은평구,음식_지출_총금액,외식_식음료,2278199500.0,2934983537.0,-656784037.0,-22.38,-0.438
11380580,응암1동,은평구,음식_지출_총금액,외식_식음료,1559310250.0,1465422751.0,93887499.0,6.41,0.107
11380590,응암2동,은평구,음식_지출_총금액,외식_식음료,279411500.0,483427062.0,-204015562.0,-42.2,-0.948
11380600,응암3동,은평구,음식_지출_총금액,외식_식음료,2042401750.0,1428140112.0,614261638.0,43.01,0.619
11380625,역촌동,은평구,음식_지출_총금액,외식_식음료,1787833500.0,2271976326.0,-484142826.0,-21.31,-0.414
11380631,신사1동,은평구,음식_지출_총금액,외식_식음료,1204453250.0,660136360.0,544316890.0,82.46,1.04
11380632,신사2동,은평구,음식_지출_총금액,외식_식음료,265417500.0,351836027.0,-86418527.0,-24.56,-0.487
11380640,증산동,은평구,음식_지출_총금액,외식_식음료,380255750.0,502013171.0,-121757421.0,-24.25,-0.48
11380650,수색동,은평구,음식_지출_총금액,외식_식음료,225336500.0,355821201.0,-130484701.0,-36.67,-0.79
11380690,진관동,은평구,음식_지출_총금액,외식_식음료,3046307000.0,2381216270.0,665090730.0,27.93,0.426
11410520,천연동,서대문구,음식_지출_총금액,외식_식음료,741410500.0,643899370.0,97511130.0,15.14,0.244
11410555,북아현동,서대문구,음식_지출_총금액,외식_식음료,383066000.0,1384734791.0,-1001668791.0,-72.34,-2.222
11410565,충현동,서대문구,음식_지출_총금액,외식_식음료,1324243000.0,3091539604.0,-1767296604.0,-57.17,-1.466
11410585,신촌동,서대문구,음식_지출_총금액,외식_식음료,7958972000.0,5101118732.0,2857853268.0,56.02,0.769
11410615,연희동,서대문구,음식_지출_총금액,외식_식음료,2350218750.0,2827926672.0,-477707922.0,-16.89,-0.32
11410620,홍제1동,서대문구,음식_지출_총금액,외식_식음료,847156000.0,1111442574.0,-264286574.0,-23.78,-0.47
11410640,홍제3동,서대문구,음식_지출_총금액,외식_식음료,1016391250.0,885453436.0,130937814.0,14.79,0.239
11410655,홍제2동,서대문구,음식_지출_총금액,외식_식음료,341040750.0,256740733.0,84300017.0,32.83,0.491
11410660,홍은1동,서대문구,음식_지출_총금액,외식_식음료,307521250.0,526312904.0,-218791654.0,-41.57,-0.929
11410685,홍은2동,서대문구,음식_지출_총금액,외식_식음료,811255500.0,966744083.0,-155488583.0,-16.08,-0.303
11410690,남가좌1동,서대문구,음식_지출_총금액,외식_식음료,508865250.0,499174170.0,9691080.0,1.94,0.033
11410700,남가좌2동,서대문구,음식_지출_총금액,외식_식음료,1417623250.0,1202866860.0,214756390.0,17.85,0.284
11410710,북가좌1동,서대문구,음식_지출_총금액,외식_식음료,201687750.0,426146788.0,-224459038.0,-52.67,-1.294
11410720,북가좌2동,서대문구,음식_지출_총금액,외식_식음료,1161640000.0,1197837700.0,-36197700.0,-3.02,-0.053
11440555,아현동,마포구,음식_지출_총금액,외식_식음료,1369923750.0,2461418105.0,-1091494355.0,-44.34,-1.013
11440565,공덕동,마포구,음식_지출_총금액,외식_식음료,1761017250.0,3461717633.0,-1700700383.0,-49.13,-1.169
11440585,도화동,마포구,음식_지출_총금액,외식_식음료,3046424250.0,1668521370.0,1377902880.0,82.58,1.041
11440590,용강동,마포구,음식_지출_총금액,외식_식음료,2508979750.0,1489814304.0,1019165446.0,68.41,0.901
11440600,대흥동,마포구,음식_지출_총금액,외식_식음료,1371156500.0,2508219433.0,-1137062933.0,-45.33,-1.044
11440610,염리동,마포구,음식_지출_총금액,외식_식음료,1414363250.0,593374278.0,820988972.0,138.36,1.502
11440630,신수동,마포구,음식_지출_총금액,외식_식음료,693591750.0,665137829.0,28453921.0,4.28,0.072
11440655,서강동,마포구,음식_지출_총금액,외식_식음료,1920629000.0,1461961807.0,458667193.0,31.37,0.472
11440660,서교동,마포구,음식_지출_총금액,외식_식음료,20807796000.0,9634238350.0,11173557650.0,115.98,1.332
11440680,합정동,마포구,음식_지출_총금액,외식_식음료,4535663500.0,1144500787.0,3391162713.0,296.3,2.381
11440690,망원1동,마포구,음식_지출_총금액,외식_식음료,3301892000.0,1132579050.0,2169312950.0,191.54,1.851
11440700,망원2동,마포구,음식_지출_총금액,외식_식음료,1136398000.0,713349189.0,423048811.0,59.3,0.805
11440710,연남동,마포구,음식_지출_총금액,외식_식음료,4956612000.0,559794112.0,4396817888.0,785.43,3.772
11440720,성산1동,마포구,음식_지출_총금액,외식_식음료,1055083500.0,934200994.0,120882506.0,12.94,0.21
11440730,성산2동,마포구,음식_지출_총금액,외식_식음료,978736750.0,1430053135.0,-451316385.0,-31.56,-0.656
11440740,상암동,마포구,음식_지출_총금액,외식_식음료,3428303000.0,3358902698.0,69400302.0,2.07,0.035
11470510,목1동,양천구,음식_지출_총금액,외식_식음료,5063106000.0,3092949365.0,1970156635.0,63.7,0.852
11470520,목2동,양천구,음식_지출_총금액,외식_식음료,1264399250.0,1192104343.0,72294907.0,6.06,0.102
11470530,목3동,양천구,음식_지출_총금액,외식_식음료,1210534000.0,1334081815.0,-123547815.0,-9.26,-0.168
11470540,목4동,양천구,음식_지출_총금액,외식_식음료,1040341500.0,1006744249.0,33597251.0,3.34,0.057
11470550,목5동,양천구,음식_지출_총금액,외식_식음료,1268946750.0,1818932768.0,-549986018.0,-30.24,-0.623
11470560,신월1동,양천구,음식_지출_총금액,외식_식음료,799804500.0,877207794.0,-77403294.0,-8.82,-0.16
11470570,신월2동,양천구,음식_지출_총금액,외식_식음료,462778250.0,558979176.0,-96200926.0,-17.21,-0.327
11470580,신월3동,양천구,음식_지출_총금액,외식_식음료,303903500.0,586917586.0,-283014086.0,-48.22,-1.138
11470590,신월4동,양천구,음식_지출_총금액,외식_식음료,863378500.0,499965034.0,363413466.0,72.69,0.945
11470600,신월5동,양천구,음식_지출_총금액,외식_식음료,738673750.0,339753079.0,398920671.0,117.41,1.343
11470610,신월6동,양천구,음식_지출_총금액,외식_식음료,602619250.0,210393254.0,392225996.0,186.43,1.82
11470611,신월7동,양천구,음식_지출_총금액,외식_식음료,392527500.0,478418816.0,-85891316.0,-17.95,-0.342
11470620,신정1동,양천구,음식_지출_총금액,외식_식음료,1093170000.0,916726118.0,176443882.0,19.25,0.304
11470630,신정2동,양천구,음식_지출_총금액,외식_식음료,1021792750.0,726282935.0,295509815.0,40.69,0.59
11470640,신정3동,양천구,음식_지출_총금액,외식_식음료,701793500.0,1335969066.0,-634175566.0,-47.47,-1.113
11470650,신정4동,양천구,음식_지출_총금액,외식_식음료,2908672250.0,3425694868.0,-517022618.0,-15.09,-0.283
11470670,신정6동,양천구,음식_지출_총금액,외식_식음료,279194500.0,204540649.0,74653851.0,36.5,0.538
11470680,신정7동,양천구,음식_지출_총금액,외식_식음료,747170250.0,591430715.0,155739535.0,26.33,0.404
11500510,염창동,강서구,음식_지출_총금액,외식_식음료,1322750500.0,1712806886.0,-390056386.0,-22.77,-0.447
11500520,등촌1동,강서구,음식_지출_총금액,외식_식음료,1531295750.0,1228896490.0,302399260.0,24.61,0.38
11500530,등촌2동,강서구,음식_지출_총금액,외식_식음료,538582250.0,516190327.0,22391923.0,4.34,0.073
11500535,등촌3동,강서구,음식_지출_총금액,외식_식음료,2041851250.0,1959260509.0,82590741.0,4.22,0.071
11500540,화곡1동,강서구,음식_지출_총금액,외식_식음료,3239554000.0,3372806776.0,-133252776.0,-3.95,-0.07
11500550,화곡2동,강서구,음식_지출_총금액,외식_식음료,181037000.0,342634814.0,-161597814.0,-47.16,-1.103
11500560,화곡3동,강서구,음식_지출_총금액,외식_식음료,1484657500.0,924211710.0,560445790.0,60.64,0.82
11500570,화곡4동,강서구,음식_지출_총금액,외식_식음료,929068750.0,822290358.0,106778392.0,12.99,0.211
11500590,화곡본동,강서구,음식_지출_총금액,외식_식음료,1326091000.0,1026694891.0,299396109.0,29.16,0.443
11500591,화곡6동,강서구,음식_지출_총금액,외식_식음료,1836478500.0,1492367639.0,344110861.0,23.06,0.359
11500593,화곡8동,강서구,음식_지출_총금액,외식_식음료,1264323250.0,1162269559.0,102053691.0,8.78,0.146
11500603,가양1동,강서구,음식_지출_총금액,외식_식음료,10471536250.0,2861420104.0,7610116146.0,265.96,2.244
11500604,가양2동,강서구,음식_지출_총금액,외식_식음료,213962750.0,248547575.0,-34584825.0,-13.91,-0.259
11500605,가양3동,강서구,음식_지출_총금액,외식_식음료,70645750.0,206315432.0,-135669682.0,-65.76,-1.854
11500611,발산1동,강서구,음식_지출_총금액,외식_식음료,3022404000.0,2896448724.0,125955276.0,4.35,0.074
11500615,우장산동,강서구,음식_지출_총금액,외식_식음료,926904000.0,1776367736.0,-849463736.0,-47.82,-1.125
11500620,공항동,강서구,음식_지출_총금액,외식_식음료,1860231750.0,2641944308.0,-781712558.0,-29.59,-0.607
11500630,방화1동,강서구,음식_지출_총금액,외식_식음료,1612137750.0,2009878920.0,-397741170.0,-19.79,-0.381
11500640,방화2동,강서구,음식_지출_총금액,외식_식음료,1233339750.0,778757525.0,454582225.0,58.37,0.795
11500641,방화3동,강서구,음식_지출_총금액,외식_식음료,391205000.0,565814523.0,-174609523.0,-30.86,-0.638
11530510,신도림동,구로구,음식_지출_총금액,외식_식음료,2109344500.0,1970462132.0,138882368.0,7.05,0.118
11530520,구로1동,구로구,음식_지출_총금액,외식_식음료,335282500.0,183249896.0,152032604.0,82.96,1.045
11530530,구로2동,구로구,음식_지출_총금액,외식_식음료,1620568000.0,3740963617.0,-2120395617.0,-56.68,-1.447
11530540,구로3동,구로구,음식_지출_총금액,외식_식음료,5570053250.0,4319654910.0,1250398340.0,28.95,0.44
11530550,구로4동,구로구,음식_지출_총금액,외식_식음료,1415679750.0,1714556937.0,-298877187.0,-17.43,-0.331
11530560,구로5동,구로구,음식_지출_총금액,외식_식음료,3468415250.0,2026596360.0,1441818890.0,71.14,0.929
11530595,가리봉동,구로구,음식_지출_총금액,외식_식음료,329722000.0,463631734.0,-133909734.0,-28.88,-0.589
